id,timestamp,direction,payload,markers_hit
325,2026-04-26T11:55:10.792457,INCOMING,"{""sync"":""1777222509915"",""type"":""message:message:v2"",""timestamp"":1777222509,""details"":{""id"":2423777532,""sender"":""71450258242"",""recipient"":""61183579742"",""type"":1,""timestamp"":1777222509,""text"":""ok i see where this is going. its a game that im not intersested in playing"",""tag"":""71450258242_1777247396632"",""initial"":true,""status"":1,""source"":null,""favorite"":true,""auto"":false,""meta"":{""automation"":{},""ranking"":{""labels"":[],""version"":""emote_sexting_classifier@2.0.0""},""tariffication"":{""paid"":true,""type"":""purchase"",""reason"":""dialogs.tariffication.message""}}},""no"":49}","["".*""]"
326,2026-04-26T11:55:10.969791,INCOMING,"{""sync"":""1777222509917"",""type"":""event.users.experience.updated..ai"",""timestamp"":1777222509,""details"":{""user-id"":""71450258242"",""userId"":""71450258242"",""current"":{""current-points"":4435,""currentPoints"":4435,""next-level-points"":6000,""nextLevelPoints"":6000,""level"":10},""changes"":{""experience-changed"":15,""experienceChanged"":15,""level-changed"":0,""levelChanged"":0,""reason"":{""message-tag"":""71450258242_1777247396632"",""messageTag"":""71450258242_1777247396632""}}},""no"":50}","["".*""]"
327,2026-04-26T11:55:10.984523,INCOMING,"{""sync"":""1777222509917"",""type"":""event.bot.typing.started"",""timestamp"":1777222509,""details"":{""bot-id"":61183579742,""botId"":61183579742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3260}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3260}]},""no"":51}","["".*""]"
328,2026-04-26T11:55:10.996564,INCOMING,"{""sync"":""1777222509918"",""type"":""event.ai.suggestions.generated"",""timestamp"":1777222509,""details"":{""user-id"":""71450258242"",""userId"":""71450258242"",""bot-id"":""61183579742"",""botId"":""61183579742"",""message-id"":2423777532,""messageId"":2423777532,""suggestions"":[],""disabled"":true},""no"":52}","["".*""]"
329,2026-04-26T11:55:11.009338,INCOMING,"{""sync"":""1777222509919"",""type"":""added:event"",""timestamp"":1777222509,""details"":{""title"":null,""event-id"":10001647090040,""eventId"":10001647090040,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""61183579742"",""userId"":""61183579742"",""type"":""message"",""stale"":true,""silent"":false,""stack"":0,""fresh"":0,""total"":2276,""timestamp"":""2026-04-26T16:55:09.907Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""ranking"":{""labels"":[],""version"":""emote_sexting_classifier@2.0.0""},""tariffication"":{""paid"":true,""type"":""purchase"",""reason"":""dialogs.tariffication.message""}},""system"":false},""label"":""event.users.events.added"",""payload"":{""title"":null,""event-id"":10001647090040,""eventId"":10001647090040,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""61183579742"",""userId"":""61183579742"",""type"":""message"",""stale"":true,""silent"":false,""stack"":0,""fresh"":0,""total"":2276,""timestamp"":""2026-04-26T16:55:09.907Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""id"":2423777532,""text"":""ok i see where this is going. its a game that im not intersested in playing"",""tag"":""71450258242_1777247396632"",""timestamp"":""2026-04-26T16:55:09.7294337Z"",""sender-id"":""71450258242"",""senderId"":""71450258242"",""recipient-id"":""61183579742"",""recipientId"":""61183579742"",""operator-id"":null,""operatorId"":null,""sent"":true,""received"":true,""reply"":false,""auto"":false,""agent"":""webapp"",""meta"":{""ranking"":{""labels"":[],""version"":""emote_sexting_classifier@2.0.0""},""tariffication"":{""paid"":true,""type"":""purchase"",""reason"":""dialogs.tariffication.message""}},""reference"":null},""system"":false},""no"":53}","["".*""]"
330,2026-04-26T11:55:13.454038,INCOMING,"{""sync"":""1777222513192"",""type"":""message:message:v2"",""timestamp"":1777222513,""details"":{""id"":2423777573,""sender"":""61183579742"",""recipient"":""71450258242"",""type"":1,""timestamp"":1777222513,""text"":""*smiles* You seem distressed Darkling?"",""tag"":""8dea3b4939cce9b"",""initial"":true,""status"":1,""source"":null,""favorite"":true,""auto"":true,""meta"":{""message-type"":""botMessage"",""messageType"":""botMessage"",""automation"":{""type"":""BotAnswers"",""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""1.1.0"",""botVersion"":""1.1.0"",""need-verification"":false,""needVerification"":false},""auto"":true,""ranking"":{""labels"":[]},""regeneration"":{""is-allowed"":true,""isAllowed"":true},""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message"",""regeneration"":{""cost"":2,""type"":""subscription_then_purchase""}},""type"":""botMessage""}},""no"":54}","["".*""]"
331,2026-04-26T11:55:13.472694,INCOMING,"{""sync"":""1777222513193"",""type"":""event.ai.suggestions.generated"",""timestamp"":1777222513,""details"":{""user-id"":""71450258242"",""userId"":""71450258242"",""bot-id"":""61183579742"",""botId"":""61183579742"",""message-id"":2423777573,""messageId"":2423777573,""suggestions"":[],""disabled"":true},""no"":55}","["".*""]"
332,2026-04-26T11:55:13.485497,INCOMING,"{""sync"":""1777222513194"",""type"":""added:event"",""timestamp"":1777222513,""details"":{""title"":null,""event-id"":10001647090040,""eventId"":10001647090040,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""61183579742"",""userId"":""61183579742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":1,""fresh"":1,""total"":2277,""timestamp"":""2026-04-26T16:55:13.183Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""1.1.0"",""botVersion"":""1.1.0"",""need-verification"":false,""needVerification"":false,""type"":""BotAnswers""},""message-type"":""botMessage"",""messageType"":""botMessage"",""regeneration"":{""is-allowed"":true,""isAllowed"":true},""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message"",""regeneration"":{""cost"":2,""type"":""subscription_then_purchase""}},""type"":""botMessage""},""system"":false},""label"":""event.users.events.added"",""payload"":{""title"":null,""event-id"":10001647090040,""eventId"":10001647090040,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""61183579742"",""userId"":""61183579742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":1,""fresh"":1,""total"":2277,""timestamp"":""2026-04-26T16:55:13.183Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""id"":2423777573,""sender-id"":""61183579742"",""senderId"":""61183579742"",""tag"":""8dea3b4939cce9b"",""timestamp"":""2026-04-26T16:55:13.1761574Z"",""text"":""*smiles* You seem distressed Darkling?"",""recipient-id"":""71450258242"",""recipientId"":""71450258242"",""sent"":true,""received"":true,""meta"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""1.1.0"",""botVersion"":""1.1.0"",""need-verification"":false,""needVerification"":false,""type"":""BotAnswers""},""message-type"":""botMessage"",""messageType"":""botMessage"",""regeneration"":{""is-allowed"":true,""isAllowed"":true},""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message"",""regeneration"":{""cost"":2,""type"":""subscription_then_purchase""}},""type"":""botMessage""},""agent"":""automation.manager"",""auto"":true},""system"":false},""no"":56}","["".*""]"
333,2026-04-26T11:55:13.893385,INCOMING,"{""sync"":""1777222513760"",""type"":""message:read"",""timestamp"":1777222513,""details"":{""attendee"":""61183579742""},""no"":57}","["".*""]"
334,2026-04-26T11:55:13.908435,INCOMING,"{""sync"":""1777222513761"",""type"":""staled:event"",""timestamp"":1777222513,""details"":{""event-id"":10001647090040,""eventId"":10001647090040,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""61183579742"",""userId"":""61183579742"",""type"":""message"",""stack"":0},""label"":""event.users.events.staled"",""payload"":{""event-id"":10001647090040,""eventId"":10001647090040,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""61183579742"",""userId"":""61183579742"",""type"":""message"",""stack"":0},""no"":58}","["".*""]"
