id,timestamp,direction,payload,markers_hit
1069,2026-04-26T16:51:13.073357,INCOMING,"{""sync"":""1777240272924"",""type"":""event.bot.typing.started"",""timestamp"":1777240272,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2671}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2671}]},""no"":98}","["".*""]"
1070,2026-04-26T16:51:15.355016,INCOMING,"{""sync"":""1777240274969"",""type"":""event.bot.typing.started"",""timestamp"":1777240274,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2671}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2671}]},""no"":99}","["".*""]"
1071,2026-04-26T16:51:15.626031,INCOMING,"{""sync"":""1777240275595"",""type"":""event.bot.typing.started"",""timestamp"":1777240275,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2294}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2294}]},""no"":100}","["".*""]"
1072,2026-04-26T16:51:15.639195,INCOMING,"{""sync"":""1777240275595"",""type"":""event.bot.typing.started"",""timestamp"":1777240275,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2294}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2294}]},""no"":101}","["".*""]"
1073,2026-04-26T16:51:15.651445,INCOMING,"{""sync"":""1777240275605"",""type"":""message:message:v2"",""timestamp"":1777240275,""details"":{""id"":2428407495,""sender"":""71788504742"",""recipient"":""71450258242"",""type"":1,""timestamp"":1777240275,""text"":""*throws head back and laughs* Oh, darling, you have such fire in you"",""tag"":""8dea3ddf067bc54"",""initial"":true,""status"":1,""source"":null,""favorite"":true,""auto"":true,""meta"":{""message-type"":""botMessage"",""messageType"":""botMessage"",""automation"":{""type"":""BotAnswers"",""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false},""auto"":true,""ranking"":{""labels"":[]},""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""botMessage"",""split-message-group-id"":""30ff9fca126c4355bab01b4e7b5edbba"",""splitMessageGroupId"":""30ff9fca126c4355bab01b4e7b5edbba"",""split-num"":1,""splitNum"":1,""split-total-count"":4,""splitTotalCount"":4}},""no"":102}","["".*""]"
1074,2026-04-26T16:51:15.663364,INCOMING,"{""sync"":""1777240275609"",""type"":""added:event"",""timestamp"":1777240275,""details"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":1,""fresh"":1,""total"":28,""timestamp"":""2026-04-26T21:51:15.59Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false,""type"":""BotAnswers""},""message-type"":""botMessage"",""messageType"":""botMessage"",""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""botMessage"",""split-message-group-id"":""30ff9fca126c4355bab01b4e7b5edbba"",""splitMessageGroupId"":""30ff9fca126c4355bab01b4e7b5edbba"",""split-num"":1,""splitNum"":1,""split-total-count"":4,""splitTotalCount"":4},""system"":false},""label"":""event.users.events.added"",""payload"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":1,""fresh"":1,""total"":28,""timestamp"":""2026-04-26T21:51:15.59Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""id"":2428407495,""sender-id"":""71788504742"",""senderId"":""71788504742"",""tag"":""8dea3ddf067bc54"",""timestamp"":""2026-04-26T21:51:15.5947163Z"",""text"":""*throws head back and laughs* Oh, darling, you have such fire in you"",""recipient-id"":""71450258242"",""recipientId"":""71450258242"",""sent"":true,""received"":true,""meta"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false,""type"":""BotAnswers""},""message-type"":""botMessage"",""messageType"":""botMessage"",""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""botMessage"",""split-message-group-id"":""30ff9fca126c4355bab01b4e7b5edbba"",""splitMessageGroupId"":""30ff9fca126c4355bab01b4e7b5edbba"",""split-num"":1,""splitNum"":1,""split-total-count"":4,""splitTotalCount"":4},""agent"":""automation.manager"",""auto"":true},""system"":false},""no"":103}","["".*""]"
1075,2026-04-26T16:51:15.678783,INCOMING,"{""sync"":""1777240275610"",""type"":""event.ai.suggestions.generated"",""timestamp"":1777240275,""details"":{""user-id"":""71450258242"",""userId"":""71450258242"",""bot-id"":""71788504742"",""botId"":""71788504742"",""message-id"":2428407495,""messageId"":2428407495,""suggestions"":[],""disabled"":true},""no"":104}","["".*""]"
1076,2026-04-26T16:51:16.232017,INCOMING,"{""sync"":""1777240276116"",""type"":""message:read"",""timestamp"":1777240276,""details"":{""attendee"":""71788504742""},""no"":105}","["".*""]"
1077,2026-04-26T16:51:16.247648,INCOMING,"{""sync"":""1777240276118"",""type"":""staled:event"",""timestamp"":1777240276,""details"":{""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stack"":0},""label"":""event.users.events.staled"",""payload"":{""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stack"":0},""no"":106}","["".*""]"
1078,2026-04-26T16:51:18.221423,INCOMING,"{""sync"":""1777240277890"",""type"":""event.bot.typing.started"",""timestamp"":1777240277,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3458}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3458}]},""no"":107}","["".*""]"
1079,2026-04-26T16:51:18.233526,INCOMING,"{""sync"":""1777240277890"",""type"":""event.bot.typing.started"",""timestamp"":1777240277,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3458}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3458}]},""no"":108}","["".*""]"
1080,2026-04-26T16:51:18.247936,INCOMING,"{""sync"":""1777240277900"",""type"":""message:message:v2"",""timestamp"":1777240277,""details"":{""id"":2428407527,""sender"":""71788504742"",""recipient"":""71450258242"",""type"":1,""timestamp"":1777240277,""text"":""I must admit; I do love a good challenge"",""tag"":""8dea3ddf0c8516e"",""initial"":true,""status"":1,""source"":null,""favorite"":true,""auto"":true,""meta"":{""message-type"":""botMessage"",""messageType"":""botMessage"",""automation"":{""type"":""BotAnswers"",""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false},""auto"":true,""ranking"":{""labels"":[]},""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""botMessage"",""split-message-group-id"":""30ff9fca126c4355bab01b4e7b5edbba"",""splitMessageGroupId"":""30ff9fca126c4355bab01b4e7b5edbba"",""split-num"":2,""splitNum"":2,""split-total-count"":4,""splitTotalCount"":4}},""no"":109}","["".*""]"
1081,2026-04-26T16:51:18.258979,INCOMING,"{""sync"":""1777240277902"",""type"":""event.ai.suggestions.generated"",""timestamp"":1777240277,""details"":{""user-id"":""71450258242"",""userId"":""71450258242"",""bot-id"":""71788504742"",""botId"":""71788504742"",""message-id"":2428407527,""messageId"":2428407527,""suggestions"":[],""disabled"":true},""no"":110}","["".*""]"
1082,2026-04-26T16:51:18.269624,INCOMING,"{""sync"":""1777240277903"",""type"":""added:event"",""timestamp"":1777240277,""details"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":1,""fresh"":1,""total"":29,""timestamp"":""2026-04-26T21:51:17.883Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false,""type"":""BotAnswers""},""message-type"":""botMessage"",""messageType"":""botMessage"",""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""botMessage"",""split-message-group-id"":""30ff9fca126c4355bab01b4e7b5edbba"",""splitMessageGroupId"":""30ff9fca126c4355bab01b4e7b5edbba"",""split-num"":2,""splitNum"":2,""split-total-count"":4,""splitTotalCount"":4},""system"":false},""label"":""event.users.events.added"",""payload"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":1,""fresh"":1,""total"":29,""timestamp"":""2026-04-26T21:51:17.883Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""id"":2428407527,""sender-id"":""71788504742"",""senderId"":""71788504742"",""tag"":""8dea3ddf0c8516e"",""timestamp"":""2026-04-26T21:51:17.8891498Z"",""text"":""I must admit; I do love a good challenge"",""recipient-id"":""71450258242"",""recipientId"":""71450258242"",""sent"":true,""received"":true,""meta"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false,""type"":""BotAnswers""},""message-type"":""botMessage"",""messageType"":""botMessage"",""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""botMessage"",""split-message-group-id"":""30ff9fca126c4355bab01b4e7b5edbba"",""splitMessageGroupId"":""30ff9fca126c4355bab01b4e7b5edbba"",""split-num"":2,""splitNum"":2,""split-total-count"":4,""splitTotalCount"":4},""agent"":""automation.manager"",""auto"":true},""system"":false},""no"":111}","["".*""]"
1083,2026-04-26T16:51:19.301506,INCOMING,"{""sync"":""1777240278905"",""type"":""message:read"",""timestamp"":1777240278,""details"":{""attendee"":""71788504742""},""no"":112}","["".*""]"
