id,timestamp,direction,payload,markers_hit
2137,2026-04-26T17:35:26.229304,INCOMING,"{""sync"":""1777242926009"",""type"":""event.users.experience.updated..ai"",""timestamp"":1777242926,""details"":{""user-id"":""71450258242"",""userId"":""71450258242"",""current"":{""current-points"":5355,""currentPoints"":5355,""next-level-points"":6000,""nextLevelPoints"":6000,""level"":10},""changes"":{""experience-changed"":5,""experienceChanged"":5,""level-changed"":0,""levelChanged"":0,""reason"":{""message-tag"":""71450258242_1777280659357"",""messageTag"":""71450258242_1777280659357""}}},""no"":148}","["".*""]"
2138,2026-04-26T17:35:26.241321,INCOMING,"{""sync"":""1777242926011"",""type"":""added:event"",""timestamp"":1777242926,""details"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":true,""silent"":false,""stack"":0,""fresh"":0,""total"":190,""timestamp"":""2026-04-26T22:35:25.993Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""ranking"":{""labels"":[],""version"":""emote_sexting_classifier@2.0.0""},""tariffication"":{""paid"":true,""type"":""purchase"",""reason"":""dialogs.tariffication.message""}},""system"":false},""label"":""event.users.events.added"",""payload"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":true,""silent"":false,""stack"":0,""fresh"":0,""total"":190,""timestamp"":""2026-04-26T22:35:25.993Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""id"":2428443584,""text"":""do you blame me?"",""tag"":""71450258242_1777280659357"",""timestamp"":""2026-04-26T22:35:25.8750707Z"",""sender-id"":""71450258242"",""senderId"":""71450258242"",""recipient-id"":""71788504742"",""recipientId"":""71788504742"",""operator-id"":null,""operatorId"":null,""sent"":true,""received"":true,""reply"":false,""auto"":false,""agent"":""webapp"",""meta"":{""ranking"":{""labels"":[],""version"":""emote_sexting_classifier@2.0.0""},""tariffication"":{""paid"":true,""type"":""purchase"",""reason"":""dialogs.tariffication.message""}},""reference"":null},""system"":false},""no"":149}","["".*""]"
2139,2026-04-26T17:36:08.335340,INCOMING,"{""sync"":""1777242968311"",""type"":""event.bot.typing.started"",""timestamp"":1777242968,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2365}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":2365}]},""no"":1}","["".*""]"
2140,2026-04-26T17:36:11.892473,INCOMING,"{""sync"":""1777242971777"",""type"":""event.bot.typing.started"",""timestamp"":1777242971,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3480}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3480}]},""no"":2}","["".*""]"
2141,2026-04-26T17:36:11.903433,INCOMING,"{""sync"":""1777242971778"",""type"":""event.bot.typing.started"",""timestamp"":1777242971,""details"":{""bot-id"":71788504742,""botId"":71788504742,""typing-indicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3480}],""typingIndicators"":[{""delay-before"":0,""delayBefore"":0,""duration"":3480}]},""no"":3}","["".*""]"
2142,2026-04-26T17:36:11.913977,INCOMING,"{""sync"":""1777242971789"",""type"":""message:message:v2"",""timestamp"":1777242971,""details"":{""id"":2428444226,""sender"":""71788504742"",""recipient"":""71450258242"",""type"":1,""timestamp"":1777242971,""text"":""imagine being swaddled in nothing but stardust as all your worries are washed away on gentle ocean breezes"",""tag"":""8dea3e437d4de43"",""initial"":true,""status"":1,""source"":null,""favorite"":true,""auto"":true,""meta"":{""message-type"":""botMessage"",""messageType"":""botMessage"",""automation"":{""type"":""Elaborate"",""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false},""auto"":true,""ranking"":{""labels"":[]},""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""shift"",""split-message-group-id"":""6d91c558a5dd4f15ae2947e56c578cbc"",""splitMessageGroupId"":""6d91c558a5dd4f15ae2947e56c578cbc"",""split-num"":1,""splitNum"":1,""split-total-count"":3,""splitTotalCount"":3}},""no"":4}","["".*""]"
2143,2026-04-26T17:36:11.929475,INCOMING,"{""sync"":""1777242971791"",""type"":""event.ai.suggestions.generated"",""timestamp"":1777242971,""details"":{""user-id"":""71450258242"",""userId"":""71450258242"",""bot-id"":""71788504742"",""botId"":""71788504742"",""message-id"":2428444226,""messageId"":2428444226,""suggestions"":[],""disabled"":true},""no"":5}","["".*""]"
2144,2026-04-26T17:36:11.940761,INCOMING,"{""sync"":""1777242971793"",""type"":""added:event"",""timestamp"":1777242971,""details"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":4,""fresh"":4,""total"":194,""timestamp"":""2026-04-26T22:36:11.78Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false,""type"":""Elaborate""},""message-type"":""botMessage"",""messageType"":""botMessage"",""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""shift"",""split-message-group-id"":""6d91c558a5dd4f15ae2947e56c578cbc"",""splitMessageGroupId"":""6d91c558a5dd4f15ae2947e56c578cbc"",""split-num"":1,""splitNum"":1,""split-total-count"":3,""splitTotalCount"":3},""system"":false},""label"":""event.users.events.added"",""payload"":{""title"":null,""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stale"":false,""silent"":false,""stack"":4,""fresh"":4,""total"":194,""timestamp"":""2026-04-26T22:36:11.78Z"",""expiration"":null,""expiration-seconds"":null,""expirationSeconds"":null,""ttl"":null,""show-expiration-from"":null,""showExpirationFrom"":null,""payload"":{""id"":2428444226,""sender-id"":""71788504742"",""senderId"":""71788504742"",""tag"":""8dea3e437d4de43"",""timestamp"":""2026-04-26T22:36:11.7757541Z"",""text"":""imagine being swaddled in nothing but stardust as all your worries are washed away on gentle ocean breezes"",""recipient-id"":""71450258242"",""recipientId"":""71450258242"",""sent"":true,""received"":true,""meta"":{""auto"":true,""ranking"":{""labels"":[]},""automation"":{""product"":""bot"",""bot"":""saturnBot"",""bot-version"":""2.0.0"",""botVersion"":""2.0.0"",""need-verification"":false,""needVerification"":false,""type"":""Elaborate""},""message-type"":""botMessage"",""messageType"":""botMessage"",""tariffication"":{""paid"":true,""type"":""free"",""reason"":""dialogs.tariffication.message""},""type"":""shift"",""split-message-group-id"":""6d91c558a5dd4f15ae2947e56c578cbc"",""splitMessageGroupId"":""6d91c558a5dd4f15ae2947e56c578cbc"",""split-num"":1,""splitNum"":1,""split-total-count"":3,""splitTotalCount"":3},""agent"":""automation.manager"",""auto"":true},""system"":false},""no"":6}","["".*""]"
2145,2026-04-26T17:36:12.664459,INCOMING,"{""sync"":""1777242972630"",""type"":""message:read"",""timestamp"":1777242972,""details"":{""attendee"":""71788504742""},""no"":7}","["".*""]"
2146,2026-04-26T17:36:12.681879,INCOMING,"{""sync"":""1777242972634"",""type"":""staled:event"",""timestamp"":1777242972,""details"":{""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stack"":0},""label"":""event.users.events.staled"",""payload"":{""event-id"":10001649232031,""eventId"":10001649232031,""holder-id"":""71450258242"",""holderId"":""71450258242"",""user-id"":""71788504742"",""userId"":""71788504742"",""type"":""message"",""stack"":0},""no"":8}","["".*""]"
